id,depaAirport,arriAirport,std,sta,fleet,aircraftNo,flyTime
Flt_102242,FPCR,HZPW,2025/5/31 19:35,2025/5/31 22:40,738,Aft_10041,171
Flt_102243,GLHV,VWIM,2025/5/31 8:25,2025/5/31 10:45,7M8,Aft_10096,149
Flt_102244,HZPW,VGVC,2025/5/31 17:30,2025/5/31 19:55,738,Aft_10113,157
Flt_102245,WKDC,XCCH,2025/5/31 8:45,2025/5/31 11:40,738,Aft_10074,171
Flt_102246,SJQD,HZPW,2025/5/31 11:25,2025/5/31 13:00,738,Aft_10041,97
Flt_102247,FVJZ,EYWR,2025/5/31 12:20,2025/5/31 14:30,7M8,Aft_10120,123
Flt_102248,XHFE,DOMU,2025/5/31 13:25,2025/5/31 16:40,738,Aft_10028,177
Flt_102249,VGVC,EYWR,2025/5/31 12:35,2025/5/31 14:50,738,Aft_10132,127
Flt_102250,FVJZ,HZPW,2025/5/31 21:20,2025/5/31 23:50,738,Aft_10062,149
Flt_102251,DOMU,NLLA,2025/5/31 11:00,2025/5/31 13:50,738,Aft_10033,166
Flt_102252,XLHA,EYWR,2025/5/29 18:00,2025/5/29 20:50,738,Aft_10132,156
Flt_102253,OXSQ,VHLB,2025/5/29 12:00,2025/5/29 13:45,7M8,Aft_10050,98
Flt_102254,DOMU,XINM,2025/6/1 7:10,2025/6/1 8:30,738,Aft_10055,82
Flt_102255,OXSQ,DOMU,2025/6/1 13:15,2025/6/1 14:50,738,Aft_10124,90
Flt_102256,YIDI,EYWR,2025/6/1 20:00,2025/6/1 22:35,738,Aft_10132,141
Flt_102257,OXSQ,HZPW,2025/5/29 11:00,2025/5/29 12:35,738,Aft_10067,84
Flt_102258,TUJZ,HZPW,2025/5/29 21:55,2025/5/29 23:45,738,Aft_10067,103
Flt_102259,HZPW,OIQN,2025/5/29 18:10,2025/5/29 19:45,738,Aft_10005,87
Flt_102260,DOMU,ZJCG,2025/5/29 13:15,2025/5/29 16:00,737GY,Aft_10006,161
Flt_102261,EYWR,PNNF,2025/5/29 7:30,2025/5/29 9:55,738,Aft_10056,144
Flt_102262,AAHN,DSQK,2025/5/29 15:10,2025/5/29 16:45,738,Aft_10093,99
Flt_102263,HZPW,YITW,2025/5/29 7:40,2025/5/29 10:45,738,Aft_10122,188
Flt_102264,LFOL,ZJCG,2025/6/1 19:15,2025/6/1 21:00,737GY,Aft_10110,85
Flt_102265,DSQK,LLZL,2025/5/29 19:45,2025/5/29 22:20,738,Aft_10118,142
Flt_102266,NMUI,DOMU,2025/5/29 16:40,2025/5/29 18:40,738,Aft_10087,123
Flt_102267,MCWT,OKJK,2025/5/29 7:50,2025/5/29 12:10,738,Aft_10088,252
Flt_102268,OKJK,MCWT,2025/6/1 18:50,2025/6/1 23:45,738,Aft_10112,277
Flt_102269,HZPW,NBCQ,2025/5/29 13:30,2025/5/29 15:10,738,Aft_10121,107
Flt_102270,UXVH,OXSQ,2025/5/29 18:05,2025/5/29 20:30,738,Aft_10065,136
Flt_102271,MCWT,OETZ,2025/6/1 17:00,2025/6/1 20:55,738,Aft_10013,232
Flt_102272,GLHV,AAHN,2025/5/29 17:15,2025/5/29 19:00,738,Aft_10111,102
Flt_102273,MPYS,HZPW,2025/6/1 11:50,2025/6/1 14:25,738,Aft_10080,149
Flt_102274,HZPW,NLLA,2025/6/1 20:00,2025/6/1 22:55,738,Aft_10037,165
Flt_102275,HZPW,FTVG,2025/5/29 14:15,2025/5/29 17:40,738,Aft_10105,213
Flt_102276,KKME,GLHV,2025/5/29 8:20,2025/5/29 10:35,7M8,Aft_10129,124
Flt_102277,HZPW,NMUI,2025/6/1 8:25,2025/6/1 11:10,738,Aft_10041,173
Flt_102278,HZPW,PERP,2025/5/29 8:25,2025/5/29 11:35,738,Aft_10047,205
Flt_102279,VGVC,HZPW,2025/5/29 20:55,2025/5/29 23:10,738,Aft_10081,128
Flt_102280,HEXD,HZPW,2025/6/1 12:20,2025/6/1 15:45,738,Aft_10088,210
Flt_102281,PNNF,EYWR,2025/6/1 21:25,2025/6/1 23:40,738,Aft_10020,116
Flt_102282,EYWR,FVJZ,2025/5/29 8:45,2025/5/29 11:15,7M8,Aft_10120,160
Flt_102283,LFOL,EYWR,2025/6/1 13:00,2025/6/1 15:35,738,Aft_10075,142
Flt_102284,OIQN,DOMU,2025/6/1 19:45,2025/6/1 21:20,738,Aft_10046,99
Flt_102285,AAHN,GLHV,2025/6/1 19:30,2025/6/1 21:10,738,Aft_10053,90
Flt_102286,HMXY,FGIR,2025/5/29 15:45,2025/5/29 18:20,738,Aft_10036,159
Flt_102287,XHFE,DOMU,2025/6/1 13:25,2025/6/1 16:40,738,Aft_10105,177
Flt_102288,GLHV,LFOL,2025/6/1 9:10,2025/6/1 12:00,738,Aft_10083,176
Flt_102289,EYWR,YITW,2025/5/29 16:55,2025/5/29 19:50,738,Aft_10055,188
Flt_102290,HIUP,DOMU,2025/6/1 12:40,2025/6/1 14:35,738,Aft_10098,102
Flt_102291,DOMU,NYOP,2025/6/1 18:20,2025/6/1 23:30,7M8,Aft_10001,318
Flt_102292,HZPW,HEXD,2025/5/30 8:35,2025/5/30 11:20,738,Aft_10005,160
Flt_102293,VWIM,KKME,2025/5/30 11:50,2025/5/30 14:05,738,Aft_10023,143
Flt_102294,CGAO,DOMU,2025/5/30 21:45,2025/5/31 0:20,738,Aft_10113,128
Flt_102295,DOMU,VGVC,2025/5/30 7:10,2025/5/30 9:40,737GY,Aft_10006,143
Flt_102296,HIUP,WKDC,2025/5/30 13:50,2025/5/30 16:45,738,Aft_10038,161
Flt_102297,YAFY,WKDC,2025/5/30 20:00,2025/5/30 22:30,738,Aft_10074,141
Flt_102298,OKJK,DOMU,2025/5/30 18:15,2025/5/30 20:30,738,Aft_10069,145
Flt_102299,EYWR,NBCQ,2025/5/30 19:00,2025/5/30 21:10,738,Aft_10057,144
Flt_102300,LLZL,MCWT,2025/5/30 11:40,2025/5/30 14:50,7M8,Aft_10066,188
Flt_102301,EYWR,LFOL,2025/5/30 17:25,2025/5/30 20:10,738,Aft_10075,168
Flt_102302,VUWJ,HZPW,2025/5/30 21:50,2025/5/31 0:05,738,Aft_10041,113
Flt_102303,YBWQ,HZPW,2025/5/30 15:05,2025/5/30 19:50,738,Aft_10136,269
Flt_102304,MCWT,HIUP,2025/5/30 9:45,2025/5/30 14:00,738,Aft_10099,252
Flt_102305,PNNF,EYWR,2025/5/30 21:25,2025/5/30 23:40,738,Aft_10030,116
Flt_102306,OETZ,VWIM,2025/5/30 15:25,2025/5/30 18:40,738,Aft_10138,200
Flt_102307,EYWR,KKME,2025/5/30 18:25,2025/5/30 20:55,738,Aft_10076,170
Flt_102308,OXSQ,UXVH,2025/5/30 14:35,2025/5/30 16:55,738,Aft_10095,131
Flt_102309,NLLA,QGSX,2025/5/30 7:40,2025/5/30 10:45,738,Aft_10003,178
Flt_102310,HZPW,SFRI,2025/5/30 8:05,2025/5/30 10:15,7M8,Aft_10082,136
Flt_102311,DOMU,OETZ,2025/5/30 21:40,2025/5/31 0:30,7M8,Aft_10130,165
Flt_102312,HZPW,OKJK,2025/5/30 8:15,2025/5/30 10:50,738,Aft_10115,140
Flt_102313,OKJK,XCHB,2025/5/30 11:45,2025/5/30 13:15,738,Aft_10115,73
Flt_102314,WKDC,HZPW,2025/5/30 6:55,2025/5/30 9:55,738,Aft_10097,193
Flt_102315,AAHN,KKME,2025/5/30 7:00,2025/5/30 9:40,738,Aft_10009,169
Flt_102316,HZPW,XLHA,2025/5/31 15:55,2025/5/31 19:05,737GY,Aft_10006,196
Flt_102317,OKJK,AAHN,2025/5/31 13:10,2025/5/31 15:30,738,Aft_10017,137
Flt_102318,HZPW,PNNF,2025/5/31 8:00,2025/5/31 9:55,7M8,Aft_10135,113
Flt_102319,AAHN,GLHV,2025/5/31 8:10,2025/5/31 9:50,738,Aft_10053,90
Flt_102320,DOMU,YBWQ,2025/5/31 21:15,2025/6/1 1:40,738,Aft_10046,265
Flt_102321,FVJZ,OXSQ,2025/5/31 22:05,2025/6/1 0:05,738,Aft_10069,110
Flt_102322,OXSQ,DOMU,2025/5/31 21:10,2025/5/31 22:50,738,Aft_10022,90
Flt_102323,VWIM,OETZ,2025/5/31 20:10,2025/5/31 23:25,738,Aft_10070,187
Flt_102324,HIUP,HZPW,2025/5/31 22:15,2025/5/31 23:55,738,Aft_10027,94
Flt_102325,YBWQ,DOMU,2025/5/31 8:55,2025/5/31 13:20,738,Aft_10126,253
Flt_102326,OXSQ,WJBA,2025/5/31 9:35,2025/5/31 12:20,738,Aft_10039,164
Flt_102327,DOMU,XLHA,2025/5/31 15:50,2025/5/31 18:50,738,Aft_10036,178
Flt_102328,LLZL,HIUP,2025/5/31 12:50,2025/5/31 14:55,738,Aft_10076,128
Flt_102329,KKME,ZJCG,2025/5/31 18:15,2025/5/31 19:45,738,Aft_10114,86
Flt_102330,IAYH,EYWR,2025/5/31 19:00,2025/5/31 21:45,738,Aft_10056,127
Flt_102331,EYWR,LFOL,2025/5/31 11:15,2025/5/31 13:55,738,Aft_10020,168
Flt_102332,HSWG,HZPW,2025/5/31 14:30,2025/5/31 18:30,738,Aft_10016,254
Flt_102333,HZPW,MCWT,2025/5/31 18:45,2025/6/1 0:10,738,Aft_10092,330
Flt_102393,KKME,ZJCG,2025/6/2 18:15,2025/6/2 19:45,738,Aft_10140,86
Flt_102394,ZJCG,XCHB,2025/6/2 20:30,2025/6/2 22:30,738,Aft_10140,110
Flt_102396,DOMU,HQMU,2025/6/2 17:40,2025/6/2 20:45,738,Aft_10141,190
Flt_102398,OETZ,DOMU,2025/6/2 7:05,2025/6/2 9:45,738,Aft_10142,166
Flt_102400,KKME,HIUP,2025/6/2 11:20,2025/6/2 12:50,738,Aft_10143,88
Flt_102401,OKJK,DOMU,2025/6/2 18:15,2025/6/2 20:30,738,Aft_10144,145
Flt_102403,EYWR,XLHA,2025/6/2 13:45,2025/6/2 16:50,738,Aft_10145,202
Flt_102404,KKME,EYWR,2025/6/2 22:05,2025/6/3 0:05,738,Aft_10146,126
Flt_102405,DOMU,HEXD,2025/6/2 13:50,2025/6/2 16:55,738,Aft_10147,172
Flt_102410,ZJCG,LFOL,2025/6/2 16:50,2025/6/2 18:20,73G,Aft_10148,85
Flt_102411,HZPW,VGVC,2025/6/2 7:35,2025/6/2 10:05,738,Aft_10149,157
Flt_102412,DOMU,VOXP,2025/6/2 9:25,2025/6/2 11:25,7M8,Aft_10150,102
Flt_102414,HZPW,YITW,2025/6/2 7:40,2025/6/2 10:45,738,Aft_10151,188
Flt_102415,HSWG,HZPW,2025/6/2 14:30,2025/6/2 18:30,738,Aft_10152,254
Flt_102416,LFOL,GLHV,2025/6/2 13:00,2025/6/2 15:20,738,Aft_10153,140
Flt_102420,HZPW,QUIP,2025/6/2 19:50,2025/6/2 21:30,738,Aft_10154,89
Flt_102423,HZPW,YAFY,2025/6/2 8:00,2025/6/2 9:35,738,Aft_10155,89
Flt_102424,HZPW,NBCQ,2025/6/2 13:30,2025/6/2 15:10,738,Aft_10155,107
Flt_102426,MPYS,DOMU,2025/6/2 20:15,2025/6/2 23:15,7M8,Aft_10156,155
Flt_102427,DSQK,ZJCG,2025/6/2 16:05,2025/6/2 17:35,738,Aft_10157,90
Flt_102428,KKME,OETZ,2025/6/2 19:30,2025/6/2 22:20,738,Aft_10158,145
Flt_102429,TUJZ,DOMU,2025/6/2 21:25,2025/6/2 23:35,738,Aft_10159,126
Flt_102432,DOMU,LFOL,2025/6/2 8:35,2025/6/2 11:50,7M8,Aft_10160,194
Flt_102433,GLHV,VWIM,2025/6/2 15:30,2025/6/2 18:20,7M8,Aft_10161,149
Flt_102435,DOMU,WKDC,2025/6/2 8:00,2025/6/2 11:55,7M8,Aft_10162,207
Flt_102436,OXSQ,AAHN,2025/6/2 22:20,2025/6/2 23:50,738,Aft_10163,86
Flt_102437,EYWR,HGHY,2025/6/2 9:45,2025/6/2 12:40,738,Aft_10164,178
Flt_102438,HIUP,DOMU,2025/6/2 9:30,2025/6/2 11:10,73G,Aft_10165,102
Flt_102439,DOMU,CGAO,2025/6/2 13:10,2025/6/2 15:50,73G,Aft_10165,146
Flt_102440,HEXD,HZPW,2025/6/2 12:20,2025/6/2 15:45,738,Aft_10166,210
Flt_102441,VOXP,WKDC,2025/6/2 15:35,2025/6/2 17:50,738,Aft_10167,136
Flt_102443,DOMU,XLOC,2025/6/2 6:55,2025/6/2 9:10,7M8,Aft_10168,132
Flt_102444,NVMB,AAHN,2025/6/2 18:30,2025/6/2 20:00,738,Aft_10169,82
Flt_102447,OXSQ,VHLB,2025/6/4 12:00,2025/6/4 13:45,738,Aft_10170,98
Flt_102448,GLHV,OETZ,2025/6/4 21:50,2025/6/4 23:55,738,Aft_10171,131
Flt_102449,NLLA,PNNF,2025/6/4 17:00,2025/6/4 20:05,738,Aft_10172,198
Flt_102450,NLLA,HZPW,2025/6/4 9:15,2025/6/4 11:40,738,Aft_10173,161
Flt_102451,OETZ,MCWT,2025/6/3 11:10,2025/6/3 15:55,738,Aft_10174,267
Flt_102454,EYWR,SRWN,2025/6/4 9:20,2025/6/4 11:35,738,Aft_10175,150
Flt_102455,HZPW,MPYS,2025/6/3 16:05,2025/6/3 18:50,7M8,Aft_10176,162
Flt_102470,DOMU,OKJK,2025/6/3 15:10,2025/6/3 17:25,738,Aft_10177,142
Flt_102473,NLLA,AAHN,2025/6/4 13:50,2025/6/4 16:35,738,Aft_10178,162
Flt_102475,NYOP,DOMU,2025/6/3 0:30,2025/6/3 6:20,7M8,Aft_10179,315
Flt_102476,HZPW,IEMU,2025/6/3 8:30,2025/6/3 12:05,73G,Aft_10180,231
Flt_102478,NVMB,DOMU,2025/6/4 15:00,2025/6/4 16:20,738,Aft_10181,77
Flt_102479,FVJZ,HZPW,2025/6/4 11:30,2025/6/4 14:05,73G,Aft_10182,149
Flt_102480,VWIM,EYWR,2025/6/3 6:35,2025/6/3 8:40,738,Aft_10183,114
Flt_102481,MPYS,EYWR,2025/6/3 9:50,2025/6/3 11:50,738,Aft_10184,120
Flt_102482,EYWR,KKME,2025/6/3 12:50,2025/6/3 15:45,738,Aft_10185,170
Flt_102483,NLLA,OXSQ,2025/6/3 12:25,2025/6/3 15:00,738,Aft_10186,144
Flt_102485,XLHA,HZPW,2025/6/4 20:10,2025/6/4 22:55,7M8,Aft_10187,156
Flt_102486,EYWR,VWIM,2025/6/3 6:50,2025/6/3 9:15,738,Aft_10188,137
Flt_102487,VOXP,AAHN,2025/6/3 12:50,2025/6/3 14:45,738,Aft_10189,100
Flt_102488,DOMU,YBWQ,2025/6/3 18:00,2025/6/3 22:15,738,Aft_10190,265
Flt_102494,DOMU,NVMB,2025/6/3 12:25,2025/6/3 14:00,738,Aft_10191,85
Flt_102495,XINM,HGHY,2025/6/3 9:30,2025/6/3 12:50,738,Aft_10192,172
Flt_102496,DOMU,PNNF,2025/6/4 15:30,2025/6/4 17:10,738,Aft_10193,96
Flt_102498,DOMU,KKME,2025/6/3 7:15,2025/6/3 9:50,738,Aft_10194,172
Flt_102499,HIUP,KKME,2025/6/3 21:35,2025/6/3 23:20,738,Aft_10194,102
Flt_102500,HZPW,NLLA,2025/6/3 20:00,2025/6/3 22:55,738,Aft_10195,165
Flt_102502,HZPW,UXVH,2025/6/4 10:55,2025/6/4 13:30,738,Aft_10196,153
Flt_102508,TUJZ,YCEX,2025/6/3 16:05,2025/6/3 18:10,738,Aft_10197,136
Flt_102509,TUJZ,HZPW,2025/6/3 21:55,2025/6/3 23:45,738,Aft_10197,103
Flt_102511,AAHN,HIUP,2025/6/4 7:05,2025/6/4 9:00,738,Aft_10198,109
Flt_102512,XHFE,DOMU,2025/6/4 13:25,2025/6/4 16:40,738,Aft_10199,177
Flt_102515,EYWR,FGIR,2025/6/4 16:00,2025/6/4 18:55,7M8,Aft_10200,198
Flt_102516,LLZL,DSQK,2025/6/3 7:30,2025/6/3 9:40,738,Aft_10201,125
Flt_102519,WJBA,HIUP,2025/6/4 18:15,2025/6/4 20:50,738,Aft_10202,134
Flt_102520,YITW,OXSQ,2025/6/4 19:05,2025/6/4 21:10,738,Aft_10203,106
Flt_102521,EYWR,XCHB,2025/6/4 8:55,2025/6/4 11:05,738,Aft_10204,125
Flt_102522,HEJY,VOXP,2025/6/4 8:55,2025/6/4 11:50,738,Aft_10205,173
Flt_102523,NLLA,DYUE,2025/6/3 15:55,2025/6/3 18:40,738,Aft_10206,151
Flt_102527,NBCQ,EYWR,2025/6/4 10:35,2025/6/4 12:40,738,Aft_10207,117
Flt_102529,KKME,PZYH,2025/6/4 17:15,2025/6/4 19:30,738,Aft_10208,121
Flt_102530,XLHA,HZPW,2025/6/3 12:10,2025/6/3 15:00,7M8,Aft_10209,156
Flt_102531,PNNF,OETZ,2025/6/3 11:55,2025/6/3 15:15,7M8,Aft_10210,179
Flt_102532,EYWR,KKME,2025/6/3 7:45,2025/6/3 10:15,738,Aft_10211,170
Flt_102567,HZPW,XLOC,2025/6/2 14:20,2025/6/2 16:40,738,Aft_10212,148
Flt_102757,PERP,HZPW,2025/6/4 12:35,2025/6/4 15:40,738,Aft_10213,173
Flt_102772,SFRI,XCHB,2025/6/2 10:20,2025/6/2 12:30,738,Aft_10214,114
Flt_102777,VGVC,OETZ,2025/6/2 20:35,2025/6/2 23:40,7M8,Aft_10215,174
Flt_102781,HEXD,EYWR,2025/6/2 13:00,2025/6/2 15:40,738,Aft_10216,180
Flt_102783,UFCB,NLLA,2025/6/2 19:35,2025/6/2 21:55,738,Aft_10217,140
Flt_102796,HZPW,NLLA,2025/6/2 8:00,2025/6/2 10:50,738,Aft_10218,165
Flt_102797,YAFY,HZPW,2025/6/2 10:45,2025/6/2 12:30,738,Aft_10155,99
Flt_102799,FPCR,HZPW,2025/6/2 19:35,2025/6/2 22:40,738,Aft_10219,171
Flt_102800,DOMU,TUJZ,2025/6/2 11:50,2025/6/2 14:05,738,Aft_10159,133
Flt_102804,NLLA,XLHA,2025/6/2 8:15,2025/6/2 12:05,738,Aft_10220,214
Flt_102805,KKME,GLHV,2025/6/2 8:15,2025/6/2 10:35,7M8,Aft_10221,124
Flt_102809,LFOL,DOMU,2025/6/2 12:50,2025/6/2 15:55,7M8,Aft_10160,179
Flt_102814,GLHV,AAHN,2025/6/2 22:15,2025/6/2 23:55,738,Aft_10222,102
Flt_102818,OKJK,AAHN,2025/6/3 13:10,2025/6/3 15:30,738,Aft_10223,137
Flt_102819,VGVC,AAHN,2025/6/3 20:00,2025/6/3 22:15,738,Aft_10223,112
Flt_102820,MCWT,OETZ,2025/6/3 17:00,2025/6/3 20:55,738,Aft_10174,232
Flt_102825,ZJCG,LFOL,2025/6/4 16:50,2025/6/4 18:20,73G,Aft_10224,85
Flt_102826,LFOL,ZJCG,2025/6/4 19:15,2025/6/4 21:00,73G,Aft_10224,85
Flt_102831,KKME,VWIM,2025/6/3 19:05,2025/6/3 21:05,738,Aft_10225,114
Flt_102836,HZPW,SFRI,2025/6/3 8:05,2025/6/3 10:15,7M8,Aft_10226,136
Flt_102850,KKME,NLLA,2025/6/3 15:45,2025/6/3 18:10,7M8,Aft_10227,142
Flt_102857,VWIM,HEJY,2025/6/4 13:45,2025/6/4 18:05,738,Aft_10228,262
Flt_102858,EYWR,FVJZ,2025/6/4 10:50,2025/6/4 13:25,738,Aft_10229,160
Flt_102859,EYWR,PNNF,2025/6/4 18:00,2025/6/4 20:20,738,Aft_10229,144
Flt_102860,EYWR,AAHN,2025/6/4 21:55,2025/6/4 23:30,738,Aft_10230,91
Flt_102861,LLZL,SFRI,2025/6/3 19:05,2025/6/3 20:50,7M8,Aft_10231,101
Flt_102864,VUWJ,HZPW,2025/6/3 21:50,2025/6/4 0:05,738,Aft_10232,113
Flt_102872,HIUP,WKDC,2025/6/3 13:50,2025/6/3 16:45,738,Aft_10194,161
Flt_102873,AAHN,FVJZ,2025/6/3 17:30,2025/6/3 20:20,738,Aft_10233,181
Flt_102875,WJBA,OXSQ,2025/6/4 13:10,2025/6/4 15:50,738,Aft_10234,141
Flt_102876,EYWR,MPYS,2025/6/4 6:55,2025/6/4 9:00,738,Aft_10235,135
Flt_102877,EYWR,LFOL,2025/6/3 11:15,2025/6/3 13:55,738,Aft_10236,168
Flt_102878,UFCB,NLLA,2025/6/3 19:35,2025/6/3 21:55,738,Aft_10237,140
Flt_102881,UFCB,DOMU,2025/6/4 20:00,2025/6/4 21:15,73G,Aft_10238,60
Flt_102882,EYWR,XLHA,2025/6/3 13:45,2025/6/3 16:50,738,Aft_10239,202
Flt_102883,HZPW,GLHV,2025/6/3 12:30,2025/6/3 14:05,738,Aft_10240,78
Flt_102889,HEJY,EYWR,2025/6/4 12:45,2025/6/4 15:55,738,Aft_10241,195
Flt_102890,DOMU,GLHV,2025/6/4 15:00,2025/6/4 17:00,7M8,Aft_10242,92
Flt_102891,VGVC,DOMU,2025/6/3 11:05,2025/6/3 13:15,738,Aft_10243,116
Flt_102892,YITW,AAHN,2025/6/3 11:50,2025/6/3 14:25,738,Aft_10244,148
Flt_102899,XHFE,DOMU,2025/6/4 9:00,2025/6/4 11:50,738,Aft_10245,177
Flt_102900,EYWR,HEJY,2025/6/4 20:55,2025/6/4 23:55,738,Aft_10246,190
Flt_102901,HEJY,DOMU,2025/6/3 7:40,2025/6/3 11:50,738,Aft_10247,254
Flt_102903,LAAG,XNWD,2025/6/3 17:20,2025/6/3 21:20,738,Aft_10248,249
Flt_102904,LAAG,DOMU,2025/6/4 3:35,2025/6/4 7:35,738,Aft_10248,212
Flt_102905,WKDC,EYWR,2025/6/3 17:55,2025/6/3 20:50,738,Aft_10249,160
Flt_102938,HZPW,FVJZ,2025/6/2 13:10,2025/6/2 15:45,738,Aft_10250,172
Flt_102939,FVJZ,HZPW,2025/6/2 21:20,2025/6/2 23:50,738,Aft_10250,149
Flt_103144,HZPW,PERP,2025/6/4 8:25,2025/6/4 11:35,738,Aft_10213,205
Flt_103155,HQMU,HIUP,2025/6/2 12:30,2025/6/2 14:25,738,Aft_10251,106
Flt_103156,HZPW,YITW,2025/6/2 17:10,2025/6/2 20:00,738,Aft_10252,188
Flt_103157,DOMU,OKJK,2025/6/2 15:10,2025/6/2 17:25,738,Aft_10144,142
Flt_103161,HIUP,HZPW,2025/6/2 22:15,2025/6/2 23:55,738,Aft_10253,94
Flt_103168,OXSQ,VOXP,2025/6/2 14:45,2025/6/2 16:15,738,Aft_10254,88
Flt_103169,PNNF,DOMU,2025/6/2 10:10,2025/6/2 11:30,73G,Aft_10148,75
Flt_103170,HZPW,FVJZ,2025/6/2 7:45,2025/6/2 10:15,738,Aft_10255,172
Flt_103171,VWIM,OETZ,2025/6/2 20:10,2025/6/2 23:25,738,Aft_10256,187
Flt_103172,DOMU,KKME,2025/6/2 21:30,2025/6/3 0:10,738,Aft_10144,172
Flt_103176,HIUP,QGSX,2025/6/2 10:45,2025/6/2 12:55,738,Aft_10257,126
Flt_103177,YIDI,EYWR,2025/6/2 20:15,2025/6/2 22:45,738,Aft_10258,141
Flt_103179,DOMU,XLHA,2025/6/2 15:50,2025/6/2 18:50,7M8,Aft_10259,178
Flt_103180,HZPW,HIUP,2025/6/2 7:55,2025/6/2 9:45,738,Aft_10154,110
Flt_103184,DOMU,OETZ,2025/6/2 21:40,2025/6/3 0:30,7M8,Aft_10260,165
Flt_103187,GLHV,DOMU,2025/6/2 21:10,2025/6/2 23:15,7M8,Aft_10261,113
Flt_103189,GLHV,KKME,2025/6/2 11:40,2025/6/2 14:30,7M8,Aft_10221,180
Flt_103190,NLLA,KKME,2025/6/2 19:55,2025/6/2 22:50,7M8,Aft_10221,165
Flt_103191,DOMU,SJQD,2025/6/2 8:20,2025/6/2 10:10,738,Aft_10262,91
Flt_103193,HZPW,HIUP,2025/6/2 17:05,2025/6/2 18:50,738,Aft_10166,110
Flt_103194,BBZB,EYWR,2025/6/2 8:45,2025/6/2 10:35,738,Aft_10263,108
Flt_103197,EYWR,IAYH,2025/6/2 15:40,2025/6/2 18:15,738,Aft_10264,164
Flt_103199,OETZ,OXSQ,2025/6/4 11:05,2025/6/4 13:45,738,Aft_10265,147
Flt_103201,QGSX,VWIM,2025/6/4 12:20,2025/6/4 14:30,738,Aft_10266,119
Flt_103202,HZPW,PNNF,2025/6/3 8:00,2025/6/3 9:55,738,Aft_10267,113
Flt_103205,HUYM,OXSQ,2025/6/4 16:05,2025/6/4 17:50,738,Aft_10268,113
Flt_103217,DOMU,OETZ,2025/6/3 21:40,2025/6/4 0:30,7M8,Aft_10269,165
Flt_103218,EYWR,YBWQ,2025/6/3 8:10,2025/6/3 13:40,738,Aft_10270,328
Flt_103226,GLHV,VWIM,2025/6/3 8:25,2025/6/3 10:45,7M8,Aft_10271,149
Flt_103227,NLLA,LLZL,2025/6/4 10:00,2025/6/4 11:55,738,Aft_10272,118
Flt_103229,DOMU,VOXP,2025/6/3 9:25,2025/6/3 11:25,7M8,Aft_10273,102
Flt_103230,FVJZ,OXSQ,2025/6/3 22:05,2025/6/4 0:05,738,Aft_10184,110
Flt_103231,OETZ,FVJZ,2025/6/3 8:35,2025/6/3 10:50,738,Aft_10274,135
Flt_103238,BBZB,HGHY,2025/6/3 15:15,2025/6/3 17:05,738,Aft_10275,111
Flt_103239,EYWR,HEJY,2025/6/3 8:50,2025/6/3 11:45,738,Aft_10276,190
Flt_103241,YBWQ,DOMU,2025/6/3 8:55,2025/6/3 13:20,738,Aft_10277,253
Flt_103243,GLHV,HZPW,2025/6/4 20:10,2025/6/4 22:00,738,Aft_10278,90
Flt_103244,BBZB,EYWR,2025/6/4 21:50,2025/6/4 23:55,738,Aft_10279,108
Flt_103246,DOMU,FGIR,2025/6/4 8:00,2025/6/4 11:35,7M8,Aft_10280,220
Flt_103247,AAHN,IAYH,2025/6/3 17:10,2025/6/3 19:40,738,Aft_10281,150
Flt_103248,EYWR,BBZB,2025/6/3 19:00,2025/6/3 20:45,738,Aft_10282,105
Flt_103252,OXSQ,LLZL,2025/6/4 21:30,2025/6/4 23:50,738,Aft_10283,142
Flt_103254,DOMU,OKJK,2025/6/4 8:20,2025/6/4 10:35,738,Aft_10193,142
Flt_103255,HEJY,BBZB,2025/6/4 15:25,2025/6/4 18:15,738,Aft_10284,128
Flt_103256,TUJZ,DOMU,2025/6/4 21:25,2025/6/4 23:35,738,Aft_10285,126
Flt_103257,HZPW,LLZL,2025/6/3 7:15,2025/6/3 10:50,7M8,Aft_10286,212
Flt_103258,HIUP,DOMU,2025/6/3 12:40,2025/6/3 14:35,738,Aft_10287,102
Flt_103259,EYWR,OXSQ,2025/6/4 6:50,2025/6/4 8:35,738,Aft_10234,105
Flt_103262,DOMU,NLLA,2025/6/4 21:00,2025/6/4 23:40,738,Aft_10170,166
Flt_103266,HZPW,OXSQ,2025/6/3 7:30,2025/6/3 9:25,738,Aft_10232,105
Flt_103269,YITW,DOMU,2025/6/4 15:05,2025/6/4 17:40,738,Aft_10288,146
Flt_103270,IAYH,DOMU,2025/6/4 21:20,2025/6/4 23:20,738,Aft_10288,116
Flt_103273,PNNF,HZPW,2025/6/2 13:15,2025/6/2 15:10,738,Aft_10289,89
Flt_103274,EYWR,NLLA,2025/6/2 18:40,2025/6/2 20:45,738,Aft_10290,133
Flt_103275,YAFY,WKDC,2025/6/4 19:55,2025/6/4 22:30,738,Aft_10291,141
Flt_103278,HZPW,LLZL,2025/6/4 7:15,2025/6/4 10:50,738,Aft_10292,212
Flt_103285,ZJCG,XCHB,2025/6/4 20:30,2025/6/4 22:30,738,Aft_10204,110
Flt_103286,DSQK,ZJCG,2025/6/3 17:35,2025/6/3 19:00,738,Aft_10244,90
